id,tokens,time_consumed_millis,memory_consumed_bytes
250560981,"#,include,<,bits/stdc++.h,>,#,include,<,unordered_map,>,#,define,ll,long,longusing,namespace,std,;,const,int,mod,=,1e9,+,7,;,const,double,pi,=,3.141592653589793238462643383279,;,ll,gcd,(,ll,a,,,ll,b,),{,return,(,!,a,),?,b,:,gcd,(,b,%,a,,,a,),;,},ll,lcm,(,ll,a,,,ll,b,),{,return,(,a,/,gcd,(,a,,,b,),),*,b,;,},ll,fac,(,ll,a,),{,ll,res,=,1,;,for,(,ll,i,=,1,;,i,<=,a,;,i,++,),res,*=,i,;,return,res,;,},bool,prime,(,int,a,),{,if,(,a,==,1,),return,0,;,if,(,a,==,2,),return,1,;,for,(,int,i,=,2,;,i,*,i,<=,a,;,i,++,),if,(,a,%,i,==,0,),return,0,;,return,1,;,},ll,fast_power,(,ll,x,,,ll,n,),{,/*,*/,ll,res,=,1,;,while,(,n,>,0,),{,if,(,n,%,2,==,1,),res,*=,x,;,x,*=,x,,,n,/,=,2,;,},return,res,;,},int,pwr,(,int,a,,,int,b,),{,int,p,=,1,;,for,(,int,i,=,1,;,i,<=,b,;,i,++,),p,*=,a,;,return,p,;,},bool,cmp,(,const,pair,<,int,,,int,>,&,a,,,const,pair,<,int,,,int,>,&,b,),{,return,a,.,first,<,b,.,first,;,},int,main,(,),{,ios,::,sync_with_stdio,(,false,),;,cin,.,tie,(,nullptr,),;,int,t,=,1,;,cin,>>,t,;,while,(,t,--,),{,int,n,;,cin,>>,n,;,vector,<,int,>,v,(,n,,,0,),;,for,(,int,i,=,0,;,i,<,n,;,i,++,),{,cin,>>,v,[,i,],;,},sort,(,v,.,begin,(,),,,v,.,end,(,),),;,v,.,erase,(,unique,(,v,.,begin,(,),,,v,.,end,(,),),,,v,.,end,(,),),;,int,res,=,0,;,int,sec,=,0,;,for,(,int,i,=,0,;,i,<,v,.,size,(,),;,i,++,),{,for,(,int,j,=,sec,;,j,<,v,.,size,(,),;,),{,if,(,v,[,j,],-,v,[,i,],<,n,),{,int,p,=,j,-,i,+,1,;,res,=,max,(,res,,,p,),;,j,++,;,},else,{,sec,=,j,;,break,;,},},},cout,<<,res,<<,endl,;,},return,0,;,}",1000,819200
252790243,"//,int,main,(,),{,long,int,t,;,cin,>>,t,;,while,(,t,--,),{,long,int,n,;,cin,>>,n,;,vector,<,long,int,>,vec,(,n,),;,set,<,long,int,>,seter,;,for,(,long,int,i,=,0,;,i,<,n,;,i,++,),{,cin,>>,vec,[,i,],;,seter,.,insert,(,vec,[,i,],),;,},long,int,maxer,=,1,;,map,<,long,int,,,long,int,>,maper,;,long,int,maxi,=,-,1,;,for,(,auto,s,:,seter,),{,for,(,int,i,=,1,;,i,<=,n,;,i,++,),{,maper,[,s,+,i,],++,;,maxi,=,max,(,maxi,,,maper,[,s,+,i,],),;,},},cout,<<,maxi,<<,endl,;,}, ,return,0,;,}",1000,13824000
252407187,"#,include,<,bits/stdc++.h,>, ,using,namespace,std,;,const,double,pi,=,3.141593,;,char,s,[,100005,],;,int,n,,,m,,,cnt,=,1,;,int,ans,=,0,;,int,a,[,200005,],,,b,[,200005,],;,bool,cmp,(,int,x,,,int,y,),{,return,x,>,y,;,}, ,void,solve,(,),{, ,cin,>>,n,;,ans,=,1,,,m,=,0,;,int,l,;,cnt,=,1,;,map,<,int,,,int,>,mm,;,mm,.,clear,(,),;,for,(,int,i,=,1,;,i,<=,n,;,i,++,),{,cin,>>,a,[,cnt,],;,if,(,mm,[,a,[,cnt,],],==,0,),{,mm,[,a,[,cnt,],],=,1,;,cnt,++,;,},},sort,(,a,+,1,,,a,+,cnt,),;,a,[,0,],=,0,;,b,[,1,],=,0,;,l,=,2,;,/*,*/,for,(,int,i,=,2,;,i,<,cnt,;,i,++,),{,b,[,i,],=,a,[,i,],-,a,[,i,-,1,],;,m,+=,b,[,i,],;,if,(,m,>=,n,),{,while,(,l,<=,i,&&,m,>=,n,),{,m,-=,b,[,l,],;,l,++,;,},},ans,=,max,(,ans,,,i,-,l,+,2,),;,},cout,<<,ans,<<,endl,;,}, ,int,main,(,),{,int,t,;,cin,>>,t,;,while,(,t,--,),{,solve,(,),;,},return,0,;,}",451,8294400
251198855,"#,include,<,bits/stdc++.h,>, ,using,namespace,std,;, ,#,define,pb,push_back,#,define,ppb,pop_back,#,define,ff,first,#,define,ss,second,#,define,ll,long,long,int,#,define,ull,unsigned,long,long,#,define,lld,long,long,double,#,define,fora,(,i,,,a,,,n,),for,(,ll,i,=,0,;,i,<,n,;,i,++,),#,define,forra,(,i,,,a,,,n,),for,(,ll,i,=,n,-,1,;,i,>=,0,;,i,--,),#,define,fori,(,i,,,n,),fora,(,i,,,0,,,n,),#,define,forri,(,i,,,n,),forra,(,i,,,0,,,n,),#,define,getv,(,v,,,n,),\,fori,(,i,,,n,),{,\,int,x,;,\,cin,>>,x,;,\,v,.,pb,(,x,),;,\,}, ,void,solve,(,),;,int,main,(,),{,#,ifdef,JP,freopen,(,"",input.txt,"",,,"",r,"",,,stdin,),;,freopen,(,"",output.txt,"",,,"",w,"",,,stdout,),;,#,endif,int,t,;, ,cin,>>,t,;, ,//,while,(,t,--,),{,solve,(,),;,},}, ,void,solve,(,),{,int,n,;,cin,>>,n,;,vector,<,ll,>,res,;,for,(,int,i,=,0,;,i,<,n,;,i,++,),{,ll,x,;,cin,>>,x,;,res,.,push_back,(,x,),;,},sort,(,res,.,begin,(,),,,res,.,end,(,),,,greater,<,int,>,(,),),;,set,<,int,>,st,(,res,.,begin,(,),,,res,.,end,(,),),;,vector,<,ll,>,v,(,st,.,begin,(,),,,st,.,end,(,),),;,int,mx,=,0,,,j,=,0,;, ,for,(,int,i,=,0,;,i,<,v,.,size,(,),;,i,++,),{,set,<,int,>,st,;,//,while,(,(,v,[,i,],),-,v,[,j,],>=,n,),{,//,//,},//, ,//, ,//,//,//,}, ,cout,<<,mx,<<,endl,;,}",436,10342400
250198598,"#,include,<,bits/stdc++.h,>,using,namespace,std,;, ,using,ll,=,long,long,;, ,void,solve,(,),{,int,n,;,cin,>>,n,;,set,<,int,>,s,;,for,(,int,i,=,0,;,i,<,n,;,i,++,),{,int,x,;,cin,>>,x,;,s,.,insert,(,x,),;,},int,ans,=,1,,,now,=,1,;,auto,l,=,s,.,begin,(,),,,r,=,s,.,begin,(,),;,while,(,++,r,!=,s,.,end,(,),),{,while,(,r,!=,s,.,end,(,),&&,*,r,-,*,l,<=,n,-,1,),{,now,++,;,ans,=,max,(,ans,,,now,),;,r,++,;,},l,++,;,if,(,r,==,s,.,end,(,),),break,;,},cout,<<,ans,<<,',\n,',;,}, ,int,main,(,),{,ios,::,sync_with_stdio,(,false,),;,cin,.,tie,(,0,),;,int,t,;,cin,>>,t,;,while,(,t,--,),solve,(,),;,}",108,6553600
250318877,"#,include,<,bits/stdc++.h,>,using,namespace,std,;,const,int,N,=,2e5,+,10,;,int,t,,,n,;,int,a,[,N,],;,int,main,(,),{,cin,>>,t,;,while,(,t,--,),{,cin,>>,n,;,for,(,int,i,=,0,;,i,<,n,;,i,++,),cin,>>,a,[,i,],;,sort,(,a,,,a,+,n,),;,int,y,=,unique,(,a,,,a,+,n,),-,a,;,int,ans,=,0,;,for,(,int,i,=,0,;,i,<,y,;,i,++,),{,int,j,=,i,+,1,;,while,(,a,[,j,],-,a,[,i,],<,n,&&,j,<,y,),j,++,;,ans,=,max,(,ans,,,j,-,i,),;,},cout,<<,ans,<<,endl,;,},return,0,;,}",1000,819200
251152423,"#,include,<,bits/stdc++.h,>, ,using,namespace,std,;, ,typedef,long,long,ll,;,typedef,long,double,ld,;, ,int,main,(,),{,//,//,ios_base,::,sync_with_stdio,(,false,),;,cin,.,tie,(,nullptr,),;,cout,.,tie,(,nullptr,),;,int,t,;,cin,>>,t,;,for,(,int,tst,=,0,;,tst,<,t,;,tst,++,),{,int,n,;,cin,>>,n,;,set,<,ll,>,a,;,for,(,int,i,=,0,;,i,<,n,;,i,++,),{,ll,num,;,cin,>>,num,;,a,.,insert,(,num,),;,},vector,<,ll,>,diff,;,ll,pre,=,*,a,.,begin,(,),;,for,(,auto,s,:,a,),{,diff,.,push_back,(,s,-,pre,),;,pre,=,s,;,},ll,ans,=,0,,,exp,=,n,,,cnt,=,0,,,start,=,1,;,for,(,int,i,=,0,;,i,<,diff,.,size,(,),;,i,++,),{,exp,-=,diff,[,i,],;,cnt,++,;,while,(,exp,<=,0,),{,exp,+=,diff,[,start,],;,start,++,;,cnt,--,;,},ans,=,max,(,ans,,,cnt,),;,},cout,<<,max,(,ans,,,cnt,),<<,endl,;,},}",124,10342400
250082067,"#,include,<,bits/stdc++.h,>,using,namespace,std,;, ,const,int,N,=,1e5,;,typedef,long,long,ll,;, ,void,solve,(,),{,int,n,;,cin,>>,n,;,vector,<,int,>,a,;,set,<,int,>,s,;,for,(,int,i,=,0,;,i,<,n,;,i,++,),{,int,x,;,cin,>>,x,;,if,(,!,s,.,count,(,x,),),{,s,.,emplace,(,x,),;,a,.,emplace_back,(,x,),;,},},sort,(,a,.,begin,(,),,,a,.,end,(,),),;,vector,<,int,>,ans,;,int,l,=,0,,,r,=,0,;,int,len,=,0,;,while,(,1,&&,r,<,a,.,size,(,),),{,if,(,a,[,r,],-,a,[,l,],<=,n,-,1,),{,len,=,max,(,len,,,r,-,l,+,1,),;,r,++,;,},else,l,++,;,},cout,<<,len,<<,',\n,',;,},int,main,(,),{,ios,::,sync_with_stdio,(,false,),;,cin,.,tie,(,nullptr,),;,int,T,=,1,;,cin,>>,T,;,while,(,T,--,),{,solve,(,),;,},}",156,10752000
252334299,"#,include,<,bits/stdc++.h,>,using,namespace,std,;,#,define,int,long,long, ,#,define,yes,cout,<<,"",YES,"",<<,endl,;,#,define,no,cout,<<,"",NO,"",<<,endl,;,const,int,INF,=,1e9,+,7,;, ,//,swap,(,a,,,b,),;,},return,a,;,},//,for,(,int,i,=,0,;,i,<,v,.,size,(,),;,i,++,),{,if,(,v,[,i,],==,0,),continue,;,one,=,gcd,(,one,,,v,[,i,],),;,},return,one,;,},//,},//,for,(,int,i,=,0,;,i,<,v,.,size,(,),;,i,++,),{,one,=,lcm,(,one,,,v,[,i,],),;,},return,one,;,},//,},for,(,int,i,=,2,;,i,*,i,<=,n,;,i,++,),{,if,(,n,%,i,==,0,),{,return,false,;,},},return,true,;,},//,pre,[,0,],=,0,;,for,(,int,i,=,1,;,i,<=,v,.,size,(,),;,i,++,),{,pre,[,i,],=,pre,[,i,-,1,],+,v,[,i,-,1,],;,},return,pre,;,},//,if,(,b,==,0,),{,return,1,;,},for,(,int,i,=,2,;,i,<=,b,;,i,++,),{,a,*=,c,;,},return,a,;,},//,for,(,int,i,=,2,;,i,<,n,;,i,++,),{,if,(,v,[,i,],!=,0,),continue,;,for,(,int,j,=,i,*,i,;,j,<=,n,;,j,+=,i,),{,v,[,j,],=,1,;,},},return,v,;,},//,for,(,int,i,=,1,;,i,*,i,<=,n,;,i,++,),{,if,(,n,%,i,==,0,),{,if,(,n,/,i,==,i,),{,v,.,push_back,(,i,),;,},else,{,v,.,push_back,(,i,),;,v,.,push_back,(,n,/,i,),;,},},},return,v,;,},//, ,vector,<,int,>,dp,(,MAX_LMT,,,-,1,),;, ,bool,check,(,int,mid,,,vector,<,int,>,a,,,int,n,),{,//,int,s,=,0,;,int,i,=,1,,,ma,=,0,;,for,(,int,i,=,0,;,i,<=,a,.,size,(,),-,mid,;,i,++,),{,int,cnt,=,1,,,s,=,a,[,i,],+,n,;,for,(,int,j,=,1,;,j,<,mid,;,j,++,),{,if,(,i,+,j,>=,a,.,size,(,),),break,;,if,(,a,[,i,+,j,],+,1,<=,s,),{,cnt,++,;,},else,break,;,},ma,=,max,(,cnt,,,ma,),;,if,(,ma,==,mid,),return,true,;,},if,(,ma,>=,mid,),return,true,;,else,return,false,;, ,},void,func,(,),{,int,n,;,cin,>>,n,;,vector,<,int,>,v,(,n,),;,for,(,int,i,=,0,;,i,<,n,;,i,++,),cin,>>,v,[,i,],;,sort,(,v,.,begin,(,),,,v,.,end,(,),),;, ,vector,<,int,>,d,,,a,;,a,.,push_back,(,v,[,0,],),;,for,(,int,i,=,1,;,i,<,n,;,i,++,),{,if,(,v,[,i,],!=,v,[,i,-,1,],),a,.,push_back,(,v,[,i,],),;,},//,i,<,a,.,size,(,),;,i,++,),cout,<<,a,[,i,],<<,"","",;,cout,<<,endl,;,int,lo,=,1,,,hi,=,a,.,size,(,),;,while,(,hi,-,lo,>,1,),{,int,mid,=,(,lo,+,hi,),/,2,;,bool,c,=,check,(,mid,,,a,,,n,),;,if,(,c,),lo,=,mid,;,else,hi,=,mid,-,1,;,},if,(,check,(,hi,,,a,,,n,),),cout,<<,hi,<<,endl,;,else,cout,<<,lo,<<,endl,;,}, ,signed,main,(,),{,int,T,=,1,;,cin,>>,T,;,while,(,T,--,),{,func,(,),;,},return,0,;,}",1000,13414400
252731116,"//,void,close_sync,(,),{,std,::,ios,::,sync_with_stdio,(,false,),;,std,::,cin,.,tie,(,nullptr,),;,std,::,cout,.,tie,(,nullptr,),;,}, ,void,solve,(,),{,int,n,;,std,::,cin,>>,n,;,std,::,vector,<,i64,>,a,(,n,),;,std,::,map,<,i64,,,int,>,b,;,for,(,int,i,=,0,;,i,<,n,;,i,++,),{,std,::,cin,>>,a,[,i,],;,},std,::,sort,(,all,(,a,),),;,a,.,resize,(,unique,(,a,.,begin,(,),,,a,.,end,(,),),-,a,.,begin,(,),),;,int,pnt,=,0,,,ans,=,0,;,for,(,int,i,=,0,;,i,<,(,int,),a,.,size,(,),;,i,++,),{,while,(,a,[,i,],-,a,[,pnt,],>=,n,),{,pnt,++,;,},ans,=,std,::,max,(,ans,,,i,-,pnt,+,1,),;,},std,::,cout,<<,ans,<<,"",\n,"",;,b,.,clear,(,),;,}, ,int,main,(,),{,close_sync,(,),;,int,_,;,std,::,cin,>>,_,;,while,(,_,--,),solve,(,),;,return,0,;,}",78,1638400
249965889,"#,include,<,bits/stdc++.h,>, ,using,namespace,std,;, ,using,i64,=,long,long,;, , , ,void,solve,(,),{,int,n,;,cin,>>,n,;,vector,<,int,>,a,(,n,,,0,),;,for,(,int,i,=,0,;,i,<,n,;,i,++,),{,cin,>>,a,[,i,],;,},sort,(,a,.,begin,(,),,,a,.,end,(,),),;,a,.,resize,(,unique,(,a,.,begin,(,),,,a,.,end,(,),),-,a,.,begin,(,),),;,int,pnt,=,0,,,ans,=,0,;,for,(,int,i,=,0,;,i,<,a,.,size,(,),;,i,++,),{,while,(,a,[,i,],-,a,[,pnt,],>=,n,),{,pnt,++,;,},ans,=,max,(,ans,,,i,-,pnt,+,1,),;,},cout,<<,ans,<<,endl,;,}, ,int,main,(,),{,std,::,ios,::,sync_with_stdio,(,NULL,),;,std,::,cin,.,tie,(,nullptr,),;, ,int,tt,;,cin,>>,tt,;, ,while,(,tt,--,>,0,),{,solve,(,),;,},}",93,819200
250528278,"#,include,<,bits/stdc++.h,>,//, ,#,define,IO,ios_base,::,sync_with_stdio,(,false,),;,cin,.,tie,(,NULL,),;,cout,.,tie,(,NULL,),#,define,ll,long,long,#,define,vi,vector,<,int,>,#,define,vvi,vector,<,vector,<,int,>>,#,define,vll,vector,<,long,long,>,#,define,vvl,vector,<,vector,<,long,long,>>,#,define,vb,vector,<,bool,>,#,define,vvb,vector,<,vector,<,bool,>>,#,define,pb,push_back,#,define,mp,make_pair,#,define,pii,pair,<,int,,,int,>,#,define,pil,pair,<,int,,,long,>,#,define,pli,pair,<,long,,,int,>,#,define,pll,pair,<,long,,,long,>,#,define,mi,map,<,int,,,int,>,#,define,mb,map,<,int,,,bool,>,#,define,mli,map,<,long,long,,,int,>,#,define,mll,map,<,long,long,,,long,long,>,#,define,rep,(,i,,,n,),for,(,int,i,=,0,;,i,<,n,;,i,++,),#,define,rrep,(,i,,,m,,,n,),for,(,int,i,=,m,;,i,<,n,;,i,++,),#,define,nrep,(,i,,,n,),for,(,int,i,=,n,-,1,;,i,>=,0,;,i,--,), , ,ll,fac,[,300001,],;,ll,mod,=,1000000007,;,bool,isPrime,(,int,n,),{,if,(,n,<=,1,),return,false,;,if,(,n,<=,3,),return,true,;,if,(,n,%,2,==,0,||,n,%,3,==,0,),return,false,;,for,(,int,i,=,5,;,i,*,i,<=,n,;,i,=,i,+,6,),if,(,n,%,i,==,0,||,n,%,(,i,+,2,),==,0,),return,false,;,return,true,;,},ll,bpow,(,ll,n,,,ll,po,),{,ll,res,=,1,;,while,(,po,>,0,),{,if,(,po,%,2,),{,res,=,(,res,*,n,),%,mod,;,po,--,;,},else,{,n,=,(,n,*,n,),%,mod,;,po,/,=,2,;,},},return,res,;,},ll,modInverse,(,ll,n,,,ll,p,),{,return,bpow,(,n,,,p,-,2,),;,},ll,nCr,(,ll,n,,,ll,r,),{,if,(,r,==,0,),return,1,;,return,(,fac,[,n,],*,modInverse,(,fac,[,r,],,,mod,),%,mod,*,modInverse,(,fac,[,n,-,r,],,,mod,),%,mod,),%,mod,;,}, ,template,<,typename,T,>,void,sort,(,T,&,x,),{,sort,(,x,.,begin,(,),,,x,.,end,(,),),;,},template,<,typename,T,>,void,rsort,(,T,&,x,),{,sort,(,x,.,begin,(,),,,x,.,end,(,),,,greater,<,int,>,(,),),;,},template,<,typename,T,>,void,inp,(,T,&,a,,,int,n,),{,rep,(,i,,,n,),cin,>>,a,[,i,],;,},template,<,typename,T,>,void,inp,(,T,&,a,,,int,m,,,int,n,),{,rep,(,i,,,m,),rep,(,j,,,n,),cin,>>,a,[,i,],[,j,],;,},void,inp,(,vector,<,bool,>,&,a,,,int,n,),{,rep,(,i,,,n,),{,bool,temp,;,cin,>>,temp,;,a,[,i,],=,temp,;,},},void,inp,(,vector,<,vector,<,bool,>>,&,a,,,int,m,,,int,n,),{,rep,(,i,,,m,),rep,(,j,,,n,),{,bool,temp,;,cin,>>,temp,;,a,[,i,],[,j,],=,temp,;,},},template,<,typename,T,>,void,out,(,T,&,a,,,int,x,),{,if,(,x,==,0,),rep,(,i,,,a,.,size,(,),),cout,<<,a,[,i,],<<,"","",;,else,if,(,x,==,1,),{,int,n,=,sizeof,(,a,),/,sizeof,(,a,[,0,],),;,rep,(,i,,,n,),cout,<<,a,[,i,],<<,"","",;,},else,{,rep,(,i,,,a,.,size,(,),),{,rep,(,j,,,a,[,i,],.,size,(,),),cout,<<,a,[,i,],[,j,],<<,"","",;,if,(,i,!=,a,.,size,(,),-,1,),cout,<<,"",\n,"",;,},},cout,<<,"",\n,"",;,},template,<,typename,T,>,void,print,(,T,x,),{,if,(,x,),cout,<<,"",YES,"",;,else,cout,<<,"",NO,"",;,cout,<<,"",\n,"",;,return,;,}, ,int,main,(,),{,IO,;,int,T,=,1,;,cin,>>,T,;,while,(,T,--,),{,int,ans,=,0,;,int,n,;,cin,>>,n,;,vi,a,(,n,),;,inp,(,a,,,n,),;,sort,(,a,),;,a,.,push_back,(,-,1,),;,int,i,=,0,,,j,=,0,,,ret,=,0,;,while,(,i,<,n,),{,if,(,a,[,i,],-,a,[,j,],<,n,),{,i,++,;,if,(,a,[,i,],!=,a,[,i,-,1,],),ans,++,;,ret,=,max,(,ans,,,ret,),;,},else,{,j,++,;,if,(,a,[,j,],!=,a,[,j,-,1,],),ans,--,;,},}, ,cout,<<,ret,<<,"",\n,"",;,},}",93,4812800
251031185,"#,include,<,bits/stdc++.h,>,using,namespace,std,;, ,int,main,(,),{,int,testcases,;,cin,>>,testcases,;,while,(,testcases,--,),{,int,N,;,cin,>>,N,;,vector,<,long,long,>,arr,(,N,),;,for,(,long,i,=,0,;,i,<,N,;,i,++,),{,cin,>>,arr,[,i,],;,},sort,(,arr,.,begin,(,),,,arr,.,end,(,),),;,arr,.,resize,(,unique,(,arr,.,begin,(,),,,arr,.,end,(,),),-,arr,.,begin,(,),),;,int,size,=,arr,.,size,(,),;,int,ans,=,0,;,for,(,int,i,=,0,;,i,<,size,;,i,++,),{,int,j,=,size,-,1,;,while,(,j,>,i,&&,arr,[,j,],-,arr,[,i,],>=,N,),{,j,--,;,},ans,=,max,(,ans,,,j,-,i,+,1,),;,},cout,<<,ans,<<,"",\n,"",;,},return,0,;,}",1000,1638400
251153072,"#,include,<,bits/stdc++.h,>,//,//,#,define,ll,long,long,//,//,},//,const,int,mod,=,1e9,+,7,;, ,ll,xpow,(,ll,a,,,ll,b,),{,ll,res,=,1,;,for,(,ll,i,=,0,;,i,<,b,;,i,++,),{,res,=,res,*,a,;,},return,res,;,}, ,void,solve,(,),{,ll,n,;,cin,>>,n,;,vector,<,ll,>,arr,(,n,),;,for,(,ll,i,=,0,;,i,<,n,;,i,++,),{,cin,>>,arr,[,i,],;,},std,::,sort,(,arr,.,begin,(,),,,arr,.,end,(,),),;,vector,<,ll,>,arr1,;,arr1,.,push_back,(,arr,[,0,],),;,for,(,int,i,=,1,;,i,<,n,;,++,i,),{,if,(,arr,[,i,],!=,arr,[,i,-,1,],),{,arr1,.,push_back,(,arr,[,i,],),;,},},ll,maxi,=,0,;,for,(,ll,i,=,0,;,i,<,arr1,.,size,(,),;,i,++,),{,ll,a,=,arr1,[,i,],+,n,-,1,;,auto,low,=,upper_bound,(,arr1,.,begin,(,),,,arr1,.,end,(,),,,a,),-,arr1,.,begin,(,),-,1,;,maxi,=,max,(,maxi,,,low,-,i,+,1,),;,},cout,<<,maxi,<<,endl,;,}, ,int,main,(,),{,ios_base,::,sync_with_stdio,(,false,),;,cin,.,tie,(,nullptr,),;,ll,a,;,//,cin,>>,a,;,while,(,a,--,),{,solve,(,),;,},}",92,4812800
251115027,"#,include,<,bits/stdc++.h,>,#,include,<,ext/pb_ds/assoc_container.hpp,>,#,include,<,ext/pb_ds/tree_policy.hpp,>,#,define,int,long,long,#,define,inf,2e18,using,namespace,std,;,typedef,_,_,gnu_pbds,::,tree,<,int,,,_,_,gnu_pbds,::,null_type,,,less,<,int,>,,,_,_,gnu_pbds,::,rb_tree_tag,,,_,_,gnu_pbds,::,tree_order_statistics_node_update,>,or,dered_set,;,typedef,pair,<,int,,,int,>,PII,;,/*,*/,const,int,N,=,2e5,+,10,;,int,f,[,N,],;,void,solve,(,),{,int,n,;,cin,>>,n,;,vector,<,int,>,a,;,for,(,int,i,=,0,;,i,<,n,;,i,++,),{,int,x,;,cin,>>,x,;,a,.,emplace_back,(,x,),;,},if,(,a,.,size,(,),>,1,),{,sort,(,a,.,begin,(,),,,a,.,end,(,),),;,a,.,erase,(,unique,(,a,.,begin,(,),,,a,.,end,(,),),,,a,.,end,(,),),;,},if,(,a,.,size,(,),),f,[,a,.,size,(,),-,1,],=,1,;,map,<,int,,,int,>,aa,;,aa,[,1,],=,1,;,int,ans,=,1,,,cnt,=,1,;,for,(,int,i,=,a,.,size,(,),-,2,;,i,>=,0,;,i,--,),{,f,[,i,],=,a,[,i,+,1,],+,f,[,i,+,1,],-,a,[,i,],;,if,(,f,[,i,],<=,n,&&,!,aa,[,f,[,i,],],),{,cnt,++,;,aa,[,f,[,i,],],=,1,;,},else,{,aa,.,clear,(,),;,f,[,i,],=,1,;,aa,[,f,[,i,],],=,1,;,cnt,=,1,;,},ans,=,max,(,ans,,,cnt,),;,},cout,<<,ans,<<,',\n,',;,}, ,signed,main,(,),{,ios,::,sync_with_stdio,(,false,),,,cin,.,tie,(,0,),,,cout,.,tie,(,0,),;,int,_,=,1,;,cin,>>,_,;,while,(,_,--,),solve,(,),;,return,0,;,}",0,1740800
250311311,"#,include,<,iostream,>,#,include,<,vector,>,#,include,<,algorithm,>,#,include,<,set,>,using,namespace,std,;,void,ans,(,),{,int,n,;,cin,>>,n,;,vector,<,int,>,a,(,n,),;,for,(,int,i,=,0,;,i,<,n,;,i,++,),{,cin,>>,a,[,i,],;,},sort,(,a,.,begin,(,),,,a,.,end,(,),),;,int,ans,=,1,;,set,<,int,>,s,;,s,.,insert,(,a,[,0,],),;,int,ch,=,0,;,for,(,int,i,=,1,;,i,<,n,;,),{,while,(,i,<,n,&&,a,[,i,],-,a,[,ch,],<,n,),{,s,.,insert,(,a,[,i,],),;,i,++,;,},ans,=,max,(,ans,,,(,int,),s,.,size,(,),),;,if,(,i,==,n,),{,break,;,},while,(,ch,<=,i,&&,a,[,i,],-,a,[,ch,],>=,n,),{,s,.,erase,(,a,[,ch,],),;,ch,++,;,},//,ans,=,max,(,ans,,,(,int,),s,.,size,(,),),;,},cout,<<,ans,<<,endl,;,},int,main,(,),{,int,t,;,cin,>>,t,;,while,(,t,--,),{,ans,(,),;,},return,0,;,}",420,7372800
250288054,"//,int,a,[,500010,],;,signed,main,(,),{,ios,::,sync_with_stdio,(,0,),;,cin,.,tie,(,0,),;,cout,.,tie,(,0,),;,int,t,;,cin,>>,t,;,while,(,t,--,),{,int,n,,,maxn,=,0,;,cin,>>,n,;,for,(,int,i,=,1,;,i,<=,n,;,i,++,),cin,>>,a,[,i,],;,sort,(,a,+,1,,,a,+,n,+,1,),;,int,m,=,unique,(,a,+,1,,,a,+,n,+,1,),-,a,-,1,;,for,(,int,i,=,1,;,i,<=,m,;,i,++,),if,(,a,[,m,],<=,a,[,i,],+,m,-,1,),maxn,=,max,(,maxn,,,m,-,i,+,1,),;,else,maxn,=,max,(,maxn,,,upper_bound,(,a,+,1,,,a,+,m,+,1,,,a,[,i,],+,n,-,1,),-,a,-,i,),;,cout,<<,maxn,<<,',\n,',;,},return,0,;,}",46,3993600
251032895,"#,include,<,bits/stdc++.h,>,using,namespace,std,;, ,int,main,(,),{,int,testcases,;,cin,>>,testcases,;,while,(,testcases,--,),{,int,N,;,cin,>>,N,;,vector,<,int,>,arr,(,N,),;,for,(,int,i,=,0,;,i,<,N,;,i,++,),{,cin,>>,arr,[,i,],;,},sort,(,arr,.,begin,(,),,,arr,.,end,(,),),;,arr,.,resize,(,unique,(,arr,.,begin,(,),,,arr,.,end,(,),),-,arr,.,begin,(,),),;,int,ans,=,0,;,int,size,=,arr,.,size,(,),;,for,(,int,i,=,0,;,i,<,size,;,i,++,),{,int,j,=,i,+,1,;,while,(,j,<,size,&&,arr,[,j,],-,arr,[,i,],<,N,),{,j,++,;,},ans,=,max,(,ans,,,j,-,i,),;,},cout,<<,ans,<<,"",\n,"",;,},return,0,;,}",1000,819200
251036403,"//, ,const,int,N,=,2e5,+,10,;,int,n,;,int,arr,[,N,],;, ,signed,main,(,),{,ios,::,sync_with_stdio,(,0,),;,cin,.,tie,(,0,),;,cout,.,tie,(,0,),;,int,T,;,cin,>>,T,;,while,(,T,--,),{,int,ans,=,0,;,cin,>>,n,;,for,(,int,i,=,0,;,i,<,n,;,i,++,),cin,>>,arr,[,i,],;,sort,(,arr,,,arr,+,n,),;,int,m,=,unique,(,arr,,,arr,+,n,),-,arr,;,for,(,int,i,=,0,,,j,=,0,;,i,<,m,;,i,++,),{,while,(,arr,[,j,],<,arr,[,i,],+,n,&&,j,<,m,),j,++,;,ans,=,max,(,ans,,,j,-,i,),;,},cout,<<,ans,<<,"",\n,"",;,},return,0,;,}",78,1638400
